Year,WOY,Location_Name,Flower_Richness,CollMeth,bee_richness,Season,totnumb,GenusName,bee_abund,pres,obs
2015,17,MPG143,6,pt,1,Early,147,Apis,0,0,1260
2015,17,MPG151,1,pt,1,Early,448,Andrena,22,1,1261
2015,17,MPG151,1,pt,1,Early,448,Anthophora,1,1,1262
2015,17,MPG151,1,pt,1,Early,448,Bombus,0,0,1263
2015,17,MPG151,1,pt,1,Early,448,Halictus,320,1,1264
2015,17,MPG151,1,pt,1,Early,448,Lasioglossum,93,1,1265
2015,17,MPG151,1,pt,1,Early,448,Nomada,1,1,1266
2015,17,MPG151,1,pt,1,Early,448,Osmia,10,1,1267
2015,17,MPG151,1,pt,1,Early,448,Sphecodes,1,1,1268
2015,17,MPG151,1,pt,1,Early,448,Apis,0,0,1269
2015,17,MPG151,1,n,1,Early,2,Andrena,0,0,1270
2015,17,MPG151,1,n,1,Early,2,Anthophora,0,0,1271
2015,17,MPG151,1,n,1,Early,2,Bombus,0,0,1272
2015,17,MPG151,1,n,1,Early,2,Halictus,0,0,1273
2015,17,MPG151,1,n,1,Early,2,Lasioglossum,0,0,1274
2015,17,MPG151,1,n,1,Early,2,Nomada,0,0,1275
2015,17,MPG151,1,n,1,Early,2,Osmia,0,0,1276
2015,17,MPG151,1,n,1,Early,2,Sphecodes,2,1,1277
2015,17,MPG151,1,n,1,Early,2,Apis,0,0,1278
2015,17,MPG180,10,n,1,Early,3,Andrena,2,1,1279
2015,17,MPG180,10,n,1,Early,3,Anthophora,0,0,1280
2015,17,MPG180,10,n,1,Early,3,Bombus,0,0,1281
2015,17,MPG180,10,n,1,Early,3,Halictus,0,0,1282
2015,17,MPG180,10,n,1,Early,3,Lasioglossum,1,1,1283
2015,17,MPG180,10,n,1,Early,3,Nomada,0,0,1284
2015,17,MPG180,10,n,1,Early,3,Osmia,0,0,1285
2015,17,MPG180,10,n,1,Early,3,Sphecodes,0,0,1286
2015,17,MPG180,10,n,1,Early,3,Apis,0,0,1287
2015,17,MPG180,10,pt,1,Early,136,Andrena,49,1,1288
2015,17,MPG180,10,pt,1,Early,136,Anthophora,0,0,1289
2015,17,MPG180,10,pt,1,Early,136,Bombus,0,0,1290
2015,17,MPG180,10,pt,1,Early,136,Halictus,23,1,1291
2015,17,MPG180,10,pt,1,Early,136,Lasioglossum,57,1,1292
2015,17,MPG180,10,pt,1,Early,136,Nomada,2,1,1293
2015,17,MPG180,10,pt,1,Early,136,Osmia,4,1,1294
2015,17,MPG180,10,pt,1,Early,136,Sphecodes,1,1,1295
2015,17,MPG180,10,pt,1,Early,136,Apis,0,0,1296
2015,17,MPG323,3,pt,1,Early,293,Andrena,11,1,1297
2015,17,MPG323,3,pt,1,Early,293,Anthophora,2,1,1298
2015,17,MPG323,3,pt,1,Early,293,Bombus,1,1,1299
2015,17,MPG323,3,pt,1,Early,293,Halictus,137,1,1300
2015,17,MPG323,3,pt,1,Early,293,Lasioglossum,129,1,1301
2015,17,MPG323,3,pt,1,Early,293,Nomada,1,1,1302
2015,17,MPG323,3,pt,1,Early,293,Osmia,10,1,1303
2015,17,MPG323,3,pt,1,Early,293,Sphecodes,1,1,1304
2015,17,MPG323,3,pt,1,Early,293,Apis,1,1,1305
2015,17,MPG323,3,n,1,Early,3,Andrena,0,0,1306
2015,17,MPG323,3,n,1,Early,3,Anthophora,0,0,1307
2015,17,MPG323,3,n,1,Early,3,Bombus,0,0,1308
2015,17,MPG323,3,n,1,Early,3,Halictus,2,1,1309
2015,17,MPG323,3,n,1,Early,3,Lasioglossum,0,0,1310
2015,17,MPG323,3,n,1,Early,3,Nomada,0,0,1311
2015,17,MPG323,3,n,1,Early,3,Osmia,0,0,1312
2015,17,MPG323,3,n,1,Early,3,Sphecodes,0,0,1313
2015,17,MPG323,3,n,1,Early,3,Apis,1,1,1314
2015,17,MPG324,5,pt,1,Early,273,Andrena,23,1,1315
2015,17,MPG324,5,pt,1,Early,273,Anthophora,0,0,1316
2015,17,MPG324,5,pt,1,Early,273,Bombus,0,0,1317
2015,17,MPG324,5,pt,1,Early,273,Halictus,117,1,1318
2015,17,MPG324,5,pt,1,Early,273,Lasioglossum,128,1,1319
2015,17,MPG324,5,pt,1,Early,273,Nomada,0,0,1320
2015,17,MPG324,5,pt,1,Early,273,Osmia,5,1,1321
2015,17,MPG324,5,pt,1,Early,273,Sphecodes,0,0,1322
2015,17,MPG324,5,pt,1,Early,273,Apis,0,0,1323
2015,17,MPG324,5,n,1,Early,1,Andrena,0,0,1324
2015,17,MPG324,5,n,1,Early,1,Anthophora,0,0,1325
2015,17,MPG324,5,n,1,Early,1,Bombus,1,1,1326
2015,17,MPG324,5,n,1,Early,1,Halictus,0,0,1327
2015,17,MPG324,5,n,1,Early,1,Lasioglossum,0,0,1328
2015,17,MPG324,5,n,1,Early,1,Nomada,0,0,1329
2015,17,MPG324,5,n,1,Early,1,Osmia,0,0,1330
2015,17,MPG324,5,n,1,Early,1,Sphecodes,0,0,1331
2015,17,MPG324,5,n,1,Early,1,Apis,0,0,1332
2015,17,MPG361,4,pt,1,Early,260,Andrena,97,1,1333
2015,17,MPG361,4,pt,1,Early,260,Anthophora,0,0,1334
2015,17,MPG361,4,pt,1,Early,260,Bombus,0,0,1335
2015,17,MPG361,4,pt,1,Early,260,Halictus,17,1,1336
2015,17,MPG361,4,pt,1,Early,260,Lasioglossum,139,1,1337
2015,17,MPG361,4,pt,1,Early,260,Nomada,4,1,1338
2015,17,MPG361,4,pt,1,Early,260,Osmia,3,1,1339
2015,17,MPG361,4,pt,1,Early,260,Sphecodes,0,0,1340
2015,17,MPG361,4,pt,1,Early,260,Apis,0,0,1341
2015,17,MPG367,8,pt,1,Early,110,Andrena,20,1,1342
2015,17,MPG367,8,pt,1,Early,110,Anthophora,0,0,1343
2015,17,MPG367,8,pt,1,Early,110,Bombus,0,0,1344
2015,17,MPG367,8,pt,1,Early,110,Halictus,10,1,1345
2015,17,MPG367,8,pt,1,Early,110,Lasioglossum,79,1,1346
2015,17,MPG367,8,pt,1,Early,110,Nomada,0,0,1347
2015,17,MPG367,8,pt,1,Early,110,Osmia,1,1,1348
2015,17,MPG367,8,pt,1,Early,110,Sphecodes,0,0,1349
2015,17,MPG367,8,pt,1,Early,110,Apis,0,0,1350
2015,17,MPG370,5,pt,1,Early,133,Andrena,12,1,1351
2015,17,MPG370,5,pt,1,Early,133,Anthophora,1,1,1352
2015,17,MPG370,5,pt,1,Early,133,Bombus,2,1,1353
2015,17,MPG370,5,pt,1,Early,133,Halictus,0,0,1354
2015,17,MPG370,5,pt,1,Early,133,Lasioglossum,114,1,1355
2015,17,MPG370,5,pt,1,Early,133,Nomada,2,1,1356
2015,17,MPG370,5,pt,1,Early,133,Osmia,1,1,1357
2015,17,MPG370,5,pt,1,Early,133,Sphecodes,1,1,1358
2015,17,MPG370,5,pt,1,Early,133,Apis,0,0,1359
2015,17,MPG403,2,pt,1,Early,278,Andrena,18,1,1360
2015,17,MPG403,2,pt,1,Early,278,Anthophora,0,0,1361
2015,17,MPG403,2,pt,1,Early,278,Bombus,1,1,1362
2015,17,MPG403,2,pt,1,Early,278,Halictus,30,1,1363
2015,17,MPG403,2,pt,1,Early,278,Lasioglossum,225,1,1364
2015,17,MPG403,2,pt,1,Early,278,Nomada,0,0,1365
2015,17,MPG403,2,pt,1,Early,278,Osmia,4,1,1366
2015,17,MPG403,2,pt,1,Early,278,Sphecodes,0,0,1367
2015,17,MPG403,2,pt,1,Early,278,Apis,0,0,1368
2015,17,MPG403,2,n,1,Early,2,Andrena,0,0,1369
2015,17,MPG403,2,n,1,Early,2,Anthophora,1,1,1370
2015,17,MPG403,2,n,1,Early,2,Bombus,0,0,1371
2015,17,MPG403,2,n,1,Early,2,Halictus,0,0,1372
2015,17,MPG403,2,n,1,Early,2,Lasioglossum,0,0,1373
2015,17,MPG403,2,n,1,Early,2,Nomada,0,0,1374
2015,17,MPG403,2,n,1,Early,2,Osmia,0,0,1375
2015,17,MPG403,2,n,1,Early,2,Sphecodes,1,1,1376
2015,17,MPG403,2,n,1,Early,2,Apis,0,0,1377
2015,17,MPG404,4,pt,1,Early,356,Andrena,52,1,1378
2015,17,MPG404,4,pt,1,Early,356,Anthophora,1,1,1379
2015,17,MPG404,4,pt,1,Early,356,Bombus,7,1,1380
2015,17,MPG404,4,pt,1,Early,356,Halictus,41,1,1381
2015,17,MPG404,4,pt,1,Early,356,Lasioglossum,249,1,1382
2015,17,MPG404,4,pt,1,Early,356,Nomada,1,1,1383
2015,17,MPG404,4,pt,1,Early,356,Osmia,5,1,1384
2015,17,MPG404,4,pt,1,Early,356,Sphecodes,0,0,1385
2015,17,MPG404,4,pt,1,Early,356,Apis,0,0,1386
2015,17,MPG405,3,pt,1,Early,259,Andrena,45,1,1387
2015,17,MPG405,3,pt,1,Early,259,Anthophora,1,1,1388
2015,17,MPG405,3,pt,1,Early,259,Bombus,5,1,1389
2015,17,MPG405,3,pt,1,Early,259,Halictus,42,1,1390
2015,17,MPG405,3,pt,1,Early,259,Lasioglossum,159,1,1391
2015,17,MPG405,3,pt,1,Early,259,Nomada,1,1,1392
2015,17,MPG405,3,pt,1,Early,259,Osmia,6,1,1393
2015,17,MPG405,3,pt,1,Early,259,Sphecodes,0,0,1394
2015,17,MPG405,3,pt,1,Early,259,Apis,0,0,1395
2015,17,MPG466,6,pt,1,Early,155,Andrena,5,1,1396
2015,17,MPG466,6,pt,1,Early,155,Anthophora,0,0,1397
2015,17,MPG466,6,pt,1,Early,155,Bombus,0,0,1398
2015,17,MPG466,6,pt,1,Early,155,Halictus,47,1,1399
2015,17,MPG466,6,pt,1,Early,155,Lasioglossum,100,1,1400
2015,17,MPG466,6,pt,1,Early,155,Nomada,0,0,1401
2015,17,MPG466,6,pt,1,Early,155,Osmia,2,1,1402
2015,17,MPG466,6,pt,1,Early,155,Sphecodes,1,1,1403
2015,17,MPG466,6,pt,1,Early,155,Apis,0,0,1404
2015,17,MPG466,6,n,1,Early,11,Andrena,0,0,1405
2015,17,MPG466,6,n,1,Early,11,Anthophora,0,0,1406
2015,17,MPG466,6,n,1,Early,11,Bombus,0,0,1407
2015,17,MPG466,6,n,1,Early,11,Halictus,6,1,1408
2015,17,MPG466,6,n,1,Early,11,Lasioglossum,2,1,1409
2015,17,MPG466,6,n,1,Early,11,Nomada,0,0,1410
2015,17,MPG466,6,n,1,Early,11,Osmia,2,1,1411
2015,17,MPG466,6,n,1,Early,11,Sphecodes,0,0,1412
2015,17,MPG466,6,n,1,Early,11,Apis,1,1,1413
2015,17,MPG469,1,pt,1,Early,100,Andrena,2,1,1414
2015,17,MPG469,1,pt,1,Early,100,Anthophora,0,0,1415
2015,17,MPG469,1,pt,1,Early,100,Bombus,0,0,1416
2015,17,MPG469,1,pt,1,Early,100,Halictus,43,1,1417
2015,17,MPG469,1,pt,1,Early,100,Lasioglossum,47,1,1418
2015,17,MPG469,1,pt,1,Early,100,Nomada,1,1,1419
2015,17,MPG469,1,pt,1,Early,100,Osmia,7,1,1420
2015,17,MPG469,1,pt,1,Early,100,Sphecodes,0,0,1421
2015,17,MPG469,1,pt,1,Early,100,Apis,0,0,1422
2015,17,MPG471,2,n,1,Early,1,Andrena,0,0,1423
2015,17,MPG471,2,n,1,Early,1,Anthophora,0,0,1424
2015,17,MPG471,2,n,1,Early,1,Bombus,1,1,1425
2015,17,MPG471,2,n,1,Early,1,Halictus,0,0,1426
2015,17,MPG471,2,n,1,Early,1,Lasioglossum,0,0,1427
2015,17,MPG471,2,n,1,Early,1,Nomada,0,0,1428
2015,17,MPG471,2,n,1,Early,1,Osmia,0,0,1429
2015,17,MPG471,2,n,1,Early,1,Sphecodes,0,0,1430
2015,17,MPG471,2,n,1,Early,1,Apis,0,0,1431
2015,17,MPG471,2,pt,1,Early,78,Andrena,0,0,1432
2015,17,MPG471,2,pt,1,Early,78,Anthophora,0,0,1433
2015,17,MPG471,2,pt,1,Early,78,Bombus,1,1,1434
2015,17,MPG471,2,pt,1,Early,78,Halictus,32,1,1435
2015,17,MPG471,2,pt,1,Early,78,Lasioglossum,31,1,1436
2015,17,MPG471,2,pt,1,Early,78,Nomada,0,0,1437
2015,17,MPG471,2,pt,1,Early,78,Osmia,14,1,1438
2015,17,MPG471,2,pt,1,Early,78,Sphecodes,0,0,1439
2015,17,MPG471,2,pt,1,Early,78,Apis,0,0,1440
2015,17,MPG523,4,n,1,Early,5,Andrena,1,1,1441
2015,17,MPG523,4,n,1,Early,5,Anthophora,0,0,1442
2015,17,MPG523,4,n,1,Early,5,Bombus,0,0,1443
2015,17,MPG523,4,n,1,Early,5,Halictus,0,0,1444
2015,17,MPG523,4,n,1,Early,5,Lasioglossum,1,1,1445
2015,17,MPG523,4,n,1,Early,5,Nomada,0,0,1446
2015,17,MPG523,4,n,1,Early,5,Osmia,3,1,1447
2015,17,MPG523,4,n,1,Early,5,Sphecodes,0,0,1448
2015,17,MPG523,4,n,1,Early,5,Apis,0,0,1449
2015,17,MPG523,4,pt,1,Early,53,Andrena,15,1,1450
2015,17,MPG523,4,pt,1,Early,53,Anthophora,0,0,1451
2015,17,MPG523,4,pt,1,Early,53,Bombus,0,0,1452
2015,17,MPG523,4,pt,1,Early,53,Halictus,8,1,1453
2015,17,MPG523,4,pt,1,Early,53,Lasioglossum,16,1,1454
2015,17,MPG523,4,pt,1,Early,53,Nomada,8,1,1455
2015,17,MPG523,4,pt,1,Early,53,Osmia,6,1,1456
2015,17,MPG523,4,pt,1,Early,53,Sphecodes,0,0,1457
2015,17,MPG523,4,pt,1,Early,53,Apis,0,0,1458
2015,17,MPG88,4,pt,1,Early,464,Andrena,5,1,1459
2015,17,MPG88,4,pt,1,Early,464,Anthophora,2,1,1460
2015,17,MPG88,4,pt,1,Early,464,Bombus,0,0,1461
2015,17,MPG88,4,pt,1,Early,464,Halictus,152,1,1462
2015,17,MPG88,4,pt,1,Early,464,Lasioglossum,292,1,1463
2015,17,MPG88,4,pt,1,Early,464,Nomada,0,0,1464
2015,17,MPG88,4,pt,1,Early,464,Osmia,13,1,1465
2015,17,MPG88,4,pt,1,Early,464,Sphecodes,0,0,1466
2015,17,MPG88,4,pt,1,Early,464,Apis,0,0,1467
2015,17,MPG89,3,pt,1,Early,306,Andrena,4,1,1468
2015,17,MPG89,3,pt,1,Early,306,Anthophora,0,0,1469
2015,17,MPG89,3,pt,1,Early,306,Bombus,1,1,1470
2015,17,MPG89,3,pt,1,Early,306,Halictus,124,1,1471
2015,17,MPG89,3,pt,1,Early,306,Lasioglossum,170,1,1472
2015,17,MPG89,3,pt,1,Early,306,Nomada,0,0,1473
2015,17,MPG89,3,pt,1,Early,306,Osmia,6,1,1474
2015,17,MPG89,3,pt,1,Early,306,Sphecodes,1,1,1475
2015,17,MPG89,3,pt,1,Early,306,Apis,0,0,1476
2015,19,MPG105,8,pt,1,Early,108,Andrena,21,1,1477
2015,19,MPG105,8,pt,1,Early,108,Anthophora,0,0,1478
2015,19,MPG105,8,pt,1,Early,108,Bombus,0,0,1479
2015,19,MPG105,8,pt,1,Early,108,Halictus,20,1,1480
2015,19,MPG105,8,pt,1,Early,108,Lasioglossum,67,1,1481
2015,19,MPG105,8,pt,1,Early,108,Nomada,0,0,1482
2015,19,MPG105,8,pt,1,Early,108,Osmia,0,0,1483
2015,19,MPG105,8,pt,1,Early,108,Sphecodes,0,0,1484
2015,19,MPG105,8,pt,1,Early,108,Apis,0,0,1485
2015,19,MPG106,7,pt,1,Early,55,Andrena,15,1,1486
2015,19,MPG106,7,pt,1,Early,55,Anthophora,0,0,1487
2015,19,MPG106,7,pt,1,Early,55,Bombus,1,1,1488
2015,19,MPG106,7,pt,1,Early,55,Halictus,9,1,1489
2015,19,MPG106,7,pt,1,Early,55,Lasioglossum,25,1,1490
2015,19,MPG106,7,pt,1,Early,55,Nomada,2,1,1491
2015,19,MPG106,7,pt,1,Early,55,Osmia,3,1,1492
2015,19,MPG106,7,pt,1,Early,55,Sphecodes,0,0,1493
2015,19,MPG106,7,pt,1,Early,55,Apis,0,0,1494
2015,19,MPG108,2,pt,1,Early,259,Andrena,5,1,1495
2015,19,MPG108,2,pt,1,Early,259,Anthophora,0,0,1496
2015,19,MPG108,2,pt,1,Early,259,Bombus,0,0,1497
2015,19,MPG108,2,pt,1,Early,259,Halictus,58,1,1498
2015,19,MPG108,2,pt,1,Early,259,Lasioglossum,194,1,1499
2015,19,MPG108,2,pt,1,Early,259,Nomada,0,0,1500
2015,19,MPG108,2,pt,1,Early,259,Osmia,2,1,1501
2015,19,MPG108,2,pt,1,Early,259,Sphecodes,0,0,1502
2015,19,MPG108,2,pt,1,Early,259,Apis,0,0,1503
2015,19,MPG143,6,pt,1,Early,80,Andrena,23,1,1504
2015,19,MPG143,6,pt,1,Early,80,Anthophora,0,0,1505
2015,19,MPG143,6,pt,1,Early,80,Bombus,0,0,1506
2015,19,MPG143,6,pt,1,Early,80,Halictus,24,1,1507
2015,19,MPG143,6,pt,1,Early,80,Lasioglossum,31,1,1508
2015,19,MPG143,6,pt,1,Early,80,Nomada,1,1,1509
2015,19,MPG143,6,pt,1,Early,80,Osmia,1,1,1510
2015,19,MPG143,6,pt,1,Early,80,Sphecodes,0,0,1511
2015,19,MPG143,6,pt,1,Early,80,Apis,0,0,1512
2015,19,MPG151,2,pt,1,Early,172,Andrena,12,1,1513
2015,19,MPG151,2,pt,1,Early,172,Anthophora,0,0,1514
2015,19,MPG151,2,pt,1,Early,172,Bombus,0,0,1515
2015,19,MPG151,2,pt,1,Early,172,Halictus,83,1,1516
2015,19,MPG151,2,pt,1,Early,172,Lasioglossum,75,1,1517
2015,19,MPG151,2,pt,1,Early,172,Nomada,0,0,1518
2015,19,MPG151,2,pt,1,Early,172,Osmia,2,1,1519
2015,19,MPG151,2,pt,1,Early,172,Sphecodes,0,0,1520
2015,19,MPG151,2,pt,1,Early,172,Apis,0,0,1521
2015,19,MPG180,12,pt,1,Early,68,Andrena,23,1,1522
2015,19,MPG180,12,pt,1,Early,68,Anthophora,1,1,1523
2015,19,MPG180,12,pt,1,Early,68,Bombus,0,0,1524
2015,19,MPG180,12,pt,1,Early,68,Halictus,25,1,1525
2015,19,MPG180,12,pt,1,Early,68,Lasioglossum,18,1,1526
2015,19,MPG180,12,pt,1,Early,68,Nomada,1,1,1527
2015,19,MPG180,12,pt,1,Early,68,Osmia,0,0,1528
2015,19,MPG180,12,pt,1,Early,68,Sphecodes,0,0,1529
2015,19,MPG180,12,pt,1,Early,68,Apis,0,0,1530
2015,19,MPG323,5,pt,1,Early,39,Andrena,1,1,1531
2015,19,MPG323,5,pt,1,Early,39,Anthophora,0,0,1532
2015,19,MPG323,5,pt,1,Early,39,Bombus,1,1,1533
2015,19,MPG323,5,pt,1,Early,39,Halictus,16,1,1534
2015,19,MPG323,5,pt,1,Early,39,Lasioglossum,21,1,1535
2015,19,MPG323,5,pt,1,Early,39,Nomada,0,0,1536
2015,19,MPG323,5,pt,1,Early,39,Osmia,0,0,1537
2015,19,MPG323,5,pt,1,Early,39,Sphecodes,0,0,1538
2015,19,MPG323,5,pt,1,Early,39,Apis,0,0,1539
2015,19,MPG324,7,pt,1,Early,201,Andrena,18,1,1540
2015,19,MPG324,7,pt,1,Early,201,Anthophora,0,0,1541
2015,19,MPG324,7,pt,1,Early,201,Bombus,0,0,1542
2015,19,MPG324,7,pt,1,Early,201,Halictus,29,1,1543
2015,19,MPG324,7,pt,1,Early,201,Lasioglossum,154,1,1544
2015,19,MPG324,7,pt,1,Early,201,Nomada,0,0,1545
2015,19,MPG324,7,pt,1,Early,201,Osmia,0,0,1546
2015,19,MPG324,7,pt,1,Early,201,Sphecodes,0,0,1547
2015,19,MPG324,7,pt,1,Early,201,Apis,0,0,1548
2015,19,MPG361,10,n,1,Early,7,Andrena,5,1,1549
2015,19,MPG361,10,n,1,Early,7,Anthophora,0,0,1550
2015,19,MPG361,10,n,1,Early,7,Bombus,0,0,1551
2015,19,MPG361,10,n,1,Early,7,Halictus,0,0,1552
2015,19,MPG361,10,n,1,Early,7,Lasioglossum,1,1,1553
2015,19,MPG361,10,n,1,Early,7,Nomada,0,0,1554
2015,19,MPG361,10,n,1,Early,7,Osmia,1,1,1555
2015,19,MPG361,10,n,1,Early,7,Sphecodes,0,0,1556
2015,19,MPG361,10,n,1,Early,7,Apis,0,0,1557
2015,19,MPG361,10,pt,1,Early,84,Andrena,34,1,1558
2015,19,MPG361,10,pt,1,Early,84,Anthophora,0,0,1559
2015,19,MPG361,10,pt,1,Early,84,Bombus,0,0,1560
2015,19,MPG361,10,pt,1,Early,84,Halictus,17,1,1561
2015,19,MPG361,10,pt,1,Early,84,Lasioglossum,29,1,1562
2015,19,MPG361,10,pt,1,Early,84,Nomada,1,1,1563
2015,19,MPG361,10,pt,1,Early,84,Osmia,2,1,1564
2015,19,MPG361,10,pt,1,Early,84,Sphecodes,0,0,1565
2015,19,MPG361,10,pt,1,Early,84,Apis,1,1,1566
2015,19,MPG367,8,pt,1,Early,71,Andrena,7,1,1567
2015,19,MPG367,8,pt,1,Early,71,Anthophora,0,0,1568
2015,19,MPG367,8,pt,1,Early,71,Bombus,0,0,1569
2015,19,MPG367,8,pt,1,Early,71,Halictus,12,1,1570
2015,19,MPG367,8,pt,1,Early,71,Lasioglossum,48,1,1571
2015,19,MPG367,8,pt,1,Early,71,Nomada,1,1,1572
2015,19,MPG367,8,pt,1,Early,71,Osmia,3,1,1573
2015,19,MPG367,8,pt,1,Early,71,Sphecodes,0,0,1574
2015,19,MPG367,8,pt,1,Early,71,Apis,0,0,1575
2015,19,MPG370,11,pt,1,Early,55,Andrena,16,1,1576
2015,19,MPG370,11,pt,1,Early,55,Anthophora,0,0,1577
2015,19,MPG370,11,pt,1,Early,55,Bombus,0,0,1578
2015,19,MPG370,11,pt,1,Early,55,Halictus,2,1,1579
2015,19,MPG370,11,pt,1,Early,55,Lasioglossum,34,1,1580
2015,19,MPG370,11,pt,1,Early,55,Nomada,1,1,1581
2015,19,MPG370,11,pt,1,Early,55,Osmia,2,1,1582
2015,19,MPG370,11,pt,1,Early,55,Sphecodes,0,0,1583
2015,19,MPG370,11,pt,1,Early,55,Apis,0,0,1584
2015,19,MPG370,11,n,1,Early,3,Andrena,0,0,1585
2015,19,MPG370,11,n,1,Early,3,Anthophora,1,1,1586
2015,19,MPG370,11,n,1,Early,3,Bombus,0,0,1587
2015,19,MPG370,11,n,1,Early,3,Halictus,0,0,1588
2015,19,MPG370,11,n,1,Early,3,Lasioglossum,2,1,1589
2015,19,MPG370,11,n,1,Early,3,Nomada,0,0,1590
2015,19,MPG370,11,n,1,Early,3,Osmia,0,0,1591
2015,19,MPG370,11,n,1,Early,3,Sphecodes,0,0,1592
2015,19,MPG370,11,n,1,Early,3,Apis,0,0,1593
2015,19,MPG403,3,pt,1,Early,112,Andrena,6,1,1594
2015,19,MPG403,3,pt,1,Early,112,Anthophora,0,0,1595
2015,19,MPG403,3,pt,1,Early,112,Bombus,0,0,1596
2015,19,MPG403,3,pt,1,Early,112,Halictus,28,1,1597
2015,19,MPG403,3,pt,1,Early,112,Lasioglossum,77,1,1598
2015,19,MPG403,3,pt,1,Early,112,Nomada,0,0,1599
2015,19,MPG403,3,pt,1,Early,112,Osmia,1,1,1600
2015,19,MPG403,3,pt,1,Early,112,Sphecodes,0,0,1601
2015,19,MPG403,3,pt,1,Early,112,Apis,0,0,1602
